name,country,address,website,hall,stand,product_groups_top,product_groups,product_group_count,brands,trend_subjects,distribution_channels,target_markets,profile,detail_url
Fruinov SNC,France,"Route du Breuil 425, 19500 COLLONGES LA ROUGE",,10.1,H019,Raw materials and ingredients,"Raw materials and ingredients > Fillings, stuffings | Raw materials and ingredients > Fruit fillings, fruit preparations | Raw materials and ingredients > Jams | Raw materials and ingredients > Semi-finished chocolate products",4,Andros Ingredients,,,,,https://www.ism-cologne.com/exhibitor/fruinov_snc/
Fruitis Foods SIA,Latvia,"Balta Maja, Trikata 4, LV4731 Valmiera",http://www.toppop.lv,11.2,C069,"Ice cream, deep-frozen confectionery / raw pastes | Sugar confectionery","Ice cream, deep-frozen confectionery / raw pastes > Fruit ice | Ice cream, deep-frozen confectionery / raw pastes > Ice-cream in multi-packs | Ice cream, deep-frozen confectionery / raw pastes > Sorbet | Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies)",4,ChupaChups Fruit Shoots Ice Poppy Paw Patrol,Private label,,Northern Europe Others Eastern Europe Southern Europe Western Europe,,https://www.ism-cologne.com/exhibitor/fruits_foods/
Fudex Group SpA,Italy,"Via Reisera 17, 10036 SETTIMO TORINESE (TO)",http://www.fudexgroup.com,04.2,D026,"Chocolate, chocolate products | Fine bakery products | Snack foods | Sugar confectionery | Trend Snacks & Natural Snacks","Chocolate, chocolate products > Puffed-rice chocolate | Chocolate, chocolate products > Chocolate sticks with flavoured, liquid centres | Fine bakery products > Triangle wafers/Flat wafers | Fine bakery products > Crispbread/crackerbread (water biscuits) | Fine bakery products > Cereal bars | Fine bakery products > Wafers, filled / without filling / plain wafers coated in chocolate | Fine bakery products > Rusks | Fine bakery products > Vegan biscuits | Fine bakery products > Sugar-free biscuits | Snack foods > Cheese biscuits/assorted cheese snacks/cheese wafers/ cheese rolls | Snack foods > Corn snacks | Snack foods > Rice-snacks | Snack foods > Salted snacks (pretzels/assortments/sticks) | Snack foods > Vegan snack foods | Snack foods > Sugar-free snacks foods | Snack foods > Sugar-reduced snack foods | Snack foods > Gluten-free snack foods | Sugar confectionery > Vegan products | Sugar confectionery > Sugar-free products | Trend Snacks & Natural Snacks > Other savoury snacks | Trend Snacks & Natural Snacks > Vegan trend snacks | Trend Snacks & Natural Snacks > Energy and sports bars",22,,Organic Private label Sugar free Vegan Vegetarian,,Australia Canada Colombia Japan Middle East New Zealand Northern Europe South Africa Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/fudex/
Fudge Kitchen Ltd,United Kingdom,"Hemsted House Woodland Road, FOLKESTONE CT18 8DL",http://www.fudgekitchen.co.uk,04.2,K033,Sugar confectionery,Sugar confectionery > Milk/full-milk caramels/milk praline sweets | Sugar confectionery > Toffees / Butter-Toffees / Fudge | Sugar confectionery > Caramelised peanuts/hazelnuts/almonds | Sugar confectionery > Cocoa confectionery | Sugar confectionery > Vegan products | Sugar confectionery > Lactose-free products,6,Fudge Kitchen,Allergy friendly Fair trade Vegan Vegetarian,,Northern Europe Others Eastern Europe Russia Southern Europe Türkiye Western Europe,,https://www.ism-cologne.com/exhibitor/fudge_kitchen/
"FUJIAN HAOSILU IMPORT&EXPORT CO.,LTD",China,"Building A3, Building A3 Qiaohui Road No.308, 362200 Jinjiang",https://yilifashipin.1688.com/,11.1,A063,"Chocolate, chocolate products | Sugar confectionery","Chocolate, chocolate products > Block chocolate | Chocolate, chocolate products > Small bar of chocolate | Chocolate, chocolate products > Choc-chips | Sugar confectionery > Hard caramel dummy | Sugar confectionery > Fondant | Sugar confectionery > Gums and jelly confectionery",6,,,,South East Asia USA,,https://www.ism-cologne.com/exhibitor/fujian_haosilu_impor/
"Fujian Holeywood Foods Industrial Co., Ltd.",China,"Economic Development Zone Jiayuan Road, No. 3 Jinjiang, 362200 Quanzhou ,Fujian",https://www.cnscty.com/pages/news/index.html,11.1,E041+E049,Sugar confectionery | Sugar-free confectionary and snacks | Trend Snacks & Natural Snacks,Sugar confectionery > Candies with fructose and/or sweeteners/Diet candies | Sugar confectionery > Confections with fructose and/or sweeteners/Diet confections | Sugar confectionery > Marshmallows | Sugar confectionery > Cotton candy | Sugar-free confectionary and snacks > Sugar-free sweets | Trend Snacks & Natural Snacks > Coffee specialities,6,,,,Canada Northern Europe Others Eastern Europe Russia South East Asia Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/fujian_holeywood_foo/
"Fujian Kahao Food Co.,ltd",China,"Economic Development Zone(Wuliyuan) No.1, Jiayuan Road, 362261 Quanzhou ,Fujian",,11.1,D068,Fine bakery products,"Fine bakery products > Biscuits made with fresh eggs | Fine bakery products > Almond pastries/almondbiscuits | Fine bakery products > Layer cakes | Fine bakery products > Wafers, filled / without filling / plain wafers coated in chocolate | Fine bakery products > Sugar-free biscuits",5,,,,Northern Europe Others Eastern Europe Russia South East Asia Southern Europe Türkiye USA Western Europe,,https://www.ism-cologne.com/exhibitor/fujian_kahao/
"Fujian Kingbrand Trading Co.,Ltd",China,"Qiancai Industrial Zone 71, 362261 Jinjiang ,Fujian",http://www.panpanfood.com,11.1,B068,Fine bakery products | Snack foods,Fine bakery products > Crunch snaps | Fine bakery products > Viennoiseries | Snack foods > Cheese biscuits/assorted cheese snacks/cheese wafers/ cheese rolls | Snack foods > Potato crisps/potato sticks/other potato snacks | Snack foods > Rice-snacks | Snack foods > Biscuit snacks,6,,,,Brazil Colombia Mexico Northern Europe Others Eastern Europe South Africa Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/fujian_kingbrand/
"FUJIAN QUANZHOU HAPPY FAMILY FOODSTUFF CO.,LTD.",China,"HOUXI VILLAGE, HUANGTANG, HUIAN, 362100 Quanzhou ,Fujian",http://www.happyfamilyfoodstuff.com/,11.1,D061,Sugar confectionery,Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies) | Sugar confectionery > Hard caramel dummy | Sugar confectionery > Cotton candy,3,,,,Others Eastern Europe South East Asia USA Western Europe,,https://www.ism-cologne.com/exhibitor/fujian_quanzhou_happ/
Fuji Oil Europe,Belgium,"Kuhlmannlaan 36, 9042 Gent",http://www.fujioileurope.com,10.1,J060,"Chocolate, chocolate products | Raw materials and ingredients","Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Chocolate, chocolate products > Chocolate with fructose and/or sweeteners/Diet chocolate | Chocolate, chocolate products > Almond praline / Hazelnut praline chocolate | Chocolate, chocolate products > Almond-hazelnut chocolate | Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Hazelnut milk chocolate | Chocolate, chocolate products > Chocolate covering/couverture | Chocolate, chocolate products > White chocolate | Chocolate, chocolate products > Flavoured white chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate with whole nuts | Chocolate, chocolate products > Hazelnut chocolates | Chocolate, chocolate products > Neapolitains | Chocolate, chocolate products > Easter chocolate products | Chocolate, chocolate products > Sugar-free chocolate | Chocolate, chocolate products > Sugar-reduced chocolate | Chocolate, chocolate products > Fat-reduced chocolate | Chocolate, chocolate products > Lactose-free chocolate | Chocolate, chocolate products > Sustainable sweets & snacks | Raw materials and ingredients > Coatings | Raw materials and ingredients > Fats | Raw materials and ingredients > Fillings, stuffings | Raw materials and ingredients > Glazes | Raw materials and ingredients > Semi-finished chocolate products | Raw materials and ingredients > Chocolate mass | Raw materials and ingredients > Coating chocolate | Raw materials and ingredients > Chocolate tempering aid | Raw materials and ingredients > Chocolate products- Other",28,,Fair trade Functional Halal Kosher Organic Sugar free,,Northern Europe Others Eastern Europe Southern Europe Türkiye Western Europe,,https://www.ism-cologne.com/exhibitor/fuji_oil_europe/
Fun of Europe Handels GmbH,Germany,"Schleifweg 12, 90562 Heroldsberg",http://www.fun-of-europe.com,10.2,A061,Sugar confectionery,Sugar confectionery > Necklace of sweets | Sugar confectionery > Fizzy sweets | Sugar confectionery > Toys (sweet products combined with toys) | Sugar confectionery > Cotton candy,4,,,,Western Europe,,https://www.ism-cologne.com/exhibitor/fun/
Funsch Marzipan GmbH,Germany,"Industriestr. 21, 95466 Weidenberg",http://www.funsch.com,10.2,H031+H039,"Chocolate, chocolate products | Sugar confectionery","Chocolate, chocolate products > Marzipan chocolate | Chocolate, chocolate products > Marzipan chocolates/marzipan and walnut chocolates | Chocolate, chocolate products > Christmas tree chocolates | Chocolate, chocolate products > Toys (also chocolates with toy gifts) | Chocolate, chocolate products > Chocolate items for the toy-shop | Chocolate, chocolate products > Easter chocolate products | Chocolate, chocolate products > Chocolate goods for Christmas | Sugar confectionery > Toys (sweet products combined with toys) | Sugar confectionery > Chocolate items for the toy-shop | Sugar confectionery > Fairground products/Parish fair articles | Sugar confectionery > Marzipan products | Sugar confectionery > Vegan products | Sugar confectionery > Lactose-free products",13,Funsch,Allergy friendly Handcrafted products/Artisan Organic Private label Vegan Vegetarian,,Canada Northern Europe Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/funsch/
"Funtime Candy & Toys Co.,Ltd",United States of America,"4877 Denice Leblanc Ln, Barataria ,LA 70036-4725",,10.2,F081,Sugar confectionery,Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies),1,Mr squeeze pop Funtime candy,,,,,https://www.ism-cologne.com/exhibitor/funtime_xiamen_can/
G-Trading BV,Netherlands,"Stammerhove 11, 1112 VA DIEMEN",,10.1,J100,"Chocolate, chocolate products | Sugar confectionery","Chocolate, chocolate products > Alpine milk chocolate/Alpine cream chocolate/Alpine full-milk chocolate | Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Chocolate, chocolate products > Flaked cracknel chocolate | Chocolate, chocolate products > Block chocolate | Chocolate, chocolate products > Capuccino chocolate | Chocolate, chocolate products > Cola chocolate | Chocolate, chocolate products > Chocolate with fructose and/or sweeteners/Diet chocolate | Chocolate, chocolate products > Superior dark chocolate/Superior full-milk chocolate | Chocolate, chocolate products > Peanut chocolate | Chocolate, chocolate products > Nut chocolate in transparent packing | Chocolate, chocolate products > Fruit chocolate (orange/lemon) | Chocolate, chocolate products > Fruit chocolate with cream | Chocolate, chocolate products > Household chocolate/Household milk chocolate | Chocolate, chocolate products > Ginger chocolate | Chocolate, chocolate products > Yoghurt chocolate (filled and solid) | Chocolate, chocolate products > Cocoa powder, retail packs | Chocolate, chocolate products > Instant cocoa powder, retail packs | Chocolate, chocolate products > Chocolate crisp | Chocolate, chocolate products > Coconut chocolate | Chocolate, chocolate products > Creme chocolate | Chocolate, chocolate products > Cracknel chocolate | Chocolate, chocolate products > Chocolate coating, retail packs | Chocolate, chocolate products > Aero chocolate | Chocolate, chocolate products > Almond chip chocolate | Chocolate, chocolate products > Almond cracknel chocolate | Chocolate, chocolate products > Almond praline / Hazelnut praline chocolate | Chocolate, chocolate products > Almond-hazelnut chocolate | Chocolate, chocolate products > Marzipan chocolate | Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Hazelnut milk chocolate | Chocolate, chocolate products > Mocha chocolate, Mocha-cream chocolate, solid/filled | Chocolate, chocolate products > Nougat (Hazelnut praline) chocolate/Nougat cracknel chocolate | Chocolate, chocolate products > Nut-brittle chocolate, Nut-nougat chocolate | Chocolate, chocolate products > Peppermint chocolate, solid/filled | Chocolate, chocolate products > Small bars of peppermint chocolate, solid/filled | Chocolate, chocolate products > Tablet of filled chocolate squares | Chocolate, chocolate products > Puffed-rice chocolate | Chocolate, chocolate products > Cream chocolate | Chocolate, chocolate products > Rum and almond chocolate | Chocolate, chocolate products > Rum and raisin chocolate | Chocolate, chocolate products > Rum, hazelnut and raisin chocolate | Chocolate, chocolate products > Cream chocolate / cream cracknel chocolate | Chocolate, chocolate products > Alcohol-filled chocolate | Chocolate, chocolate products > Small bar of chocolate | Chocolate, chocolate products > Chocolate covering/couverture | Chocolate, chocolate products > Truffle chocolate | Chocolate, chocolate products > Full-milk chocolate | Chocolate, chocolate products > Full-milk cracknel | Chocolate, chocolate products > Full-milk almond chocolate | Chocolate, chocolate products > Full-milk mocha chocolate | Chocolate, chocolate products > Full-milk hazelnut chocolate | Chocolate, chocolate products > Full-milk nut chocolate | Chocolate, chocolate products > Full-milk chocolate with whole almond or nuts | Chocolate, chocolate products > White chocolate | Chocolate, chocolate products > Flavoured white chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate with whole nuts | Chocolate, chocolate products > Alcohol-filled chocolates | Chocolate, chocolate products > Dessert chocolates | Chocolate, chocolate products > Pralines with fructose and/or sweeteners/Diet pralines | Chocolate, chocolate products > Peanut chips/peanut lumps/peanut pyramids | Chocolate, chocolate products > Chocolate sticks with flavoured, liquid centres | Chocolate, chocolate products > Fondant chocolates | Chocolate, chocolate products > Fruit chocolates (pineapple, apple, strawberry, raspberry, cherry, orange) | Chocolate, chocolate products > Coated jellies | Chocolate, chocolate products > Yoghurt chocolates | Chocolate, chocolate products > Creme chocolates | Chocolate, chocolate products > Chocolates coated coffee beans and coffee chocolates,solid/filled | Chocolate, chocolate products > Advocat chocolates | Chocolate, chocolate products > Cracknel chocolates | Chocolate, chocolate products > Liqueur chocolates | Chocolate, chocolate products > Almond chocolates/almond splitz/almond lumps/almond pyramids | Chocolate, chocolate products > Marzipan chocolates/marzipan and walnut chocolates | Chocolate, chocolate products > Mocha beans and mocha chocolates, solid/filled | Chocolate, chocolate products > Mozartkugeln | Chocolate, chocolate products > Praline (hazelnut praline) chocolates | Chocolate, chocolate products > Creme praline chocolates | Chocolate, chocolate products > Hazelnut lumps/hazelnut pyramids/hazelnut chips | Chocolate, chocolate products > Hazelnut chocolates | Chocolate, chocolate products > Peppermint chocolates | Chocolate, chocolate products > Chocolate eggs | Chocolate, chocolate products > Rum-filled chocolates beans/rum-filled chocolate eggs / rumballs (Jamaica rum) | Chocolate, chocolate products > Walnut chocolates | Chocolate, chocolate products > Brandy (cognac) chocolates beans | Chocolate, chocolate products > Brandy (cognac) chocolates eggs | Chocolate, chocolate products > Brandy (cognac) chocolates with cherries/Brandy chocolates | Chocolate, chocolate products > Cognac chocolates | Chocolate, chocolate products > Truffle chocolates | Chocolate, chocolate products > Advent calender/Ramadan calendar | Chocolate, chocolate products > Christmas tree chocolates | Chocolate, chocolate products > Flaked cracknel | Chocolate, chocolate products > Chocolates flake for sprinkling | Chocolate, chocolate products > Chocolate cornflake crisp (milk/plain) | Chocolate, chocolate products > Hollow chocolate figures (also filled chocolate figures) | Chocolate, chocolate products > Langues de chat (also filled) | Chocolate, chocolate products > Toys (also chocolates with toy gifts) | Chocolate, chocolate products > Chocolate items for the toy-shop | Chocolate, chocolate products > Advocat-filled chocolate items | Chocolate, chocolate products > Neapolitains | Chocolate, chocolate products > Santa sacks | Chocolate, chocolate products > Santa chocolate canes | Chocolate, chocolate products > Santa chocolate boots | Chocolate, chocolate products > Two nuts in a shell | Chocolate, chocolate products > Easter chocolate products | Chocolate, chocolate products > Layered chocolates/layered chocolate eggs | Chocolate, chocolate products > Filled chocolate Biedermeier bouquets | Chocolate, chocolate products > Gift-eggs | Chocolate, chocolate products > Puffed-rice pieces, bars | Chocolate, chocolate products > Grating chocolate | Chocolate, chocolate products > Chocolate with imprinted designs | Chocolate, chocolate products > Chocolate bars, filled/solid | Chocolate, chocolate products > Chocolate cups, chocolate bowls, chocolate pots | Chocolate, chocolate products > Chocolate leaves, chocolate tiles, chocolate buttons | Chocolate, chocolate products > Chocolate eggs, solid | Chocolate, chocolate products > Chocolate barrels/chocolate bottles (filled with liqueurs/ brandy/whisky) | Chocolate, chocolate products > Chocolate flakes/milk chocolate flakes | Chocolate, chocolate products > Chocolate-shaped hearts/chocolate-shaped hearts on strings | Chocolate, chocolate products > Chocolate witch's house | Chocolate, chocolate products > Chocolate horseshoe | Chocolate, chocolate products > Chocolate wreath, solid/filled | Chocolate, chocolate products > Chocolate balls, solid/filled | Chocolate, chocolate products > Chocolate beetles/lucky chocolate beetles/chocolate lady- birds | Chocolate, chocolate products > Chocolate coins/chocolate squares/chocolate doubloons | Chocolate, chocolate products > Chocolate biscuits | Chocolate, chocolate products > Chocolate butterflies | Chocolate, chocolate products > Chocolate slices and slithers | Chocolate, chocolate products > Chocolate sprinkles | Chocolate, chocolate products > Choc-chips | Chocolate, chocolate products > Chocolate sticks, solid/filled | Chocolate, chocolate products > Chocolate balls coated in vermicelli | Chocolate, chocolate products > Chocolate goods for Christmas | Chocolate, chocolate products > Chilled chocolate snacks | Chocolate, chocolate products > Sugar-free chocolate | Chocolate, chocolate products > Sugar-reduced chocolate | Chocolate, chocolate products > Fat-reduced chocolate | Chocolate, chocolate products > Lactose-free chocolate | Chocolate, chocolate products > Sustainable sweets & snacks | Sugar confectionery > Sweets filled with alcohol | Sugar confectionery > Aniseed sticks | Sugar confectionery > Bavarian malt, in bar or as individual sweets | Sugar confectionery > Sweets in presentation tin or glass | Sugar confectionery > Sweets with a fruit centre in tray presentation pack (Vienna Sweets) | Sugar confectionery > Necklace of sweets | Sugar confectionery > Fizzy sweets | Sugar confectionery > Cachous | Sugar confectionery > Cola drops | Sugar confectionery > Candies with fructose and/or sweeteners/Diet candies | Sugar confectionery > Drops | Sugar confectionery > Refreshing candies | Sugar confectionery > Eucalyptus sweets/eucalyptus and menthol sweets | Sugar confectionery > Fruit flavoured boiled sweets | Sugar confectionery > Hazelnut sweets/nut sweets/hazelnut praline sweets | Sugar confectionery > Honey sweets | Sugar confectionery > Cough drops | Sugar confectionery > Yoghurt sweets | Sugar confectionery > Coffee sweets | Sugar confectionery > Caramel sweets | Sugar confectionery > Chews | Sugar confectionery > Coin crisps | Sugar confectionery > Herbal sweets | Sugar confectionery > Cracknel sweets | Sugar confectionery > Licorice sweets | Sugar confectionery > Licorice toffees | Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies) | Sugar confectionery > Milk/full-milk caramels/milk praline sweets | Sugar confectionery > Mocha sweets | Sugar confectionery > Peppermint sweets/balls | Sugar confectionery > Cream sweets | Sugar confectionery > Hard caramel dummy | Sugar confectionery > Chocolate sweets/chocolate mint sweets | Sugar confectionery > Satin sweets | Sugar confectionery > Toffees / Butter-Toffees / Fudge | Sugar confectionery > Vitamin sweets | Sugar confectionery > Sweets made with non-sugar sweeteners | Sugar confectionery > Butter buttons | Sugar confectionery > Coated eggs / coated egg arrangements | Sugar confectionery > Viennese chocolate-coated almonds | Sugar confectionery > Chocolate beans | Sugar confectionery > Chocolate-coated kemels, raisins etc. | Sugar confectionery > Silver beads/vermicelli/hundreds and thousands | Sugar confectionery > Burnt almonds | Sugar confectionery > Sorbitol fruit tables | Sugar confectionery > Peppermint tables (rolls/sticks/rounds and squares) | Sugar confectionery > Sorbitol peppermint tablets | Sugar confectionery > Glucose tablets | Sugar confectionery > Vitamin tablets | Sugar confectionery > Tablets made with non-sugar sweeteners | Sugar confectionery > Effervescent powder/tablets | Sugar confectionery > Confections with fructose and/or sweeteners/Diet confections | Sugar confectionery > Ice-cups | Sugar confectionery > Fondant products | Sugar confectionery > Fondant | Sugar confectionery > Fruit gums/yoghurt fruit gums | Sugar confectionery > Layered fruit and nut pastes (nut/hazelnut slices/chocolatealmond slices) | Sugar confectionery > Caramelised peanuts/hazelnuts/almonds | Sugar confectionery > Sugared jellies | Sugar confectionery > Sweet gums/jelly bears | Sugar confectionery > Gums and jelly confectionery | Sugar confectionery > Ginger products | Sugar confectionery > Cocoa confectionery | Sugar confectionery > Cocoa creme/cocoa creme confectionery/cocoa creme products | Sugar confectionery > Candied fruit /candied blossomings | Sugar confectionery > Chewing gum (bubble gum/with liquid filling/soft gum) | Sugar confectionery > Chewing gum with non-sugar sweeteners | Sugar confectionery > Toys (sweet products combined with toys) | Sugar confectionery > Chocolate items for the toy-shop | Sugar confectionery > Fairground products/Parish fair articles | Sugar confectionery > Coconut balls/coconut eggs | Sugar confectionery > Coconut flakes, coloured/chocolate coated | Sugar confectionery > Coconut lumps/balls/sticks/cubes | Sugar confectionery > Cream-filled figures/hats | Sugar confectionery > Cracknel (hazelnut/coconut/almond/almond and nut) | Sugar confectionery > Cracknel eggs/almond cracknel eggs | Sugar confectionery > Licorice/licorice products | Sugar confectionery > Marshmallows | Sugar confectionery > Marzipan products | Sugar confectionery > Marshmallow treats/Marshmallow cones | Sugar confectionery > Nougat products | Sugar confectionery > Orange rounds/orange sticks | Sugar confectionery > Coated popcorn/coated puffed-rice | Sugar confectionery > Peppermint slabs/peppermint sticks | Sugar confectionery > Peppermint rings/peppermint cubes | Sugar confectionery > Peppermint tablets/peppermint rounds | Sugar confectionery > Mallow products/mallow eggs | Sugar confectionery > Dusting and springkling products | Sugar confectionery > White nougat | Sugar confectionery > Wine gums | Sugar confectionery > Lemon rounds | Sugar confectionery > Sugar figures | Sugar confectionery > Lokum | Sugar confectionery > Halva | Sugar confectionery > Pastila (fruit confectionery) | Sugar confectionery > Sweet spreads containing cocoa, nut and dairy cream | Sugar confectionery > Jams | Sugar confectionery > Honey & syrup | Sugar confectionery > Other sweet spreads | Sugar confectionery > Cotton candy | Sugar confectionery > Vegan products | Sugar confectionery > Sugar-free products | Sugar confectionery > Sugar-reduced products | Sugar confectionery > Fat-reduced products | Sugar confectionery > Lactose-free products",242,Bubbly Billy Gold Leaf Haze MediCBD Multitrance,Functional Private label,,Brazil Canada Colombia Mexico Northern Europe Others Central America Others Eastern Europe Others South America Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/g-trading_bv/
