no,name,website,category,booth,attributes,intro,exhibited_products,product_count,product_nos,product_names,image_url,company_url,archived_at
1312,GOZOKI DOUCEURS,,National Pavilion,E2-C11-13,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,"Gozoki Douceurs is a leading French manufacturer of premium pastries and biscuits, proudly crafting high-quality products from our six state-of-the-art production facilities in the beautiful south of France. Since our inception, we have built a reputation for delivering exceptional taste, using only the finest ingredients like butter, fresh eggs, and almonds. | With a heritage of culinary excellence and a commitment to quality, we have become a trusted partner for retailers both in France and internationally. From delicate Mini Almond Cakes to indulgent Chocolate Tarts and the famous canelés from Bordeaux, we offer a variety of treats to satisfy all palates. | Our commitment to quality goes beyond our ingredients; we ensure every product is made with care and precision, upholding the tradition of French baking while embracing innovation. We are proud to bring the authentic flavors of France to the world, with our products available not only in France but also in international markets, including Europe, the USA, Canada, Japan, and South Korea. |","Mini Almond Cakes, Canelés from Bordeaux, Soft Canelés, filled sandwich cookies, cookie tarts, protein granola balls, soft cakes",5,2331 | 2350 | 2347 | 2319 | 2341,Canelés from Bordeaux | Cookie Tarts | Filled Sandwich Cookies - Les Lunettes de Romans | Mini Almond Cakes | Soft Cannelés,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1312.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1312,20250319143933
1313,MAISON GINESTET,https://www.maison-ginestet.com/,National Pavilion,E2-C11-14,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,French wines,"French wines, Bordeaux, Languedoc, Loire, Rhone",5,1840 | 1844 | 1832 | 1838 | 1839,Cabernet Franc by Château Pierrousselle | Château Larose Trintaudon | Domaine des Landes | Le Petit Cochonnet | Mimbeau ICE,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1313.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1313,20250308003041
1315,MARRENON,https://www.marrenon.com/,National Pavilion,E2-C11-16,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,"Winery located between Rhône and Provence, between sea and mountains.","AOP Luberon, AOP Ventoux, AOP Crozes Hermitage, AOP Plan de Dieu, AOP Gigondas, AOP Côtes du Rhône, IGP Méditerranée",5,8545 | 8546 | 8544 | 8547 | 8548,Gardarem - AOP Luberon | Crucem - AOP Crozes Hermitage | Grand Marrenon - AOP Luberon | Grand Marrenon - AOP Luberon | Orca - AOP Ventoux,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1315.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1315,20250307230714
1316,LOUIS DISTRIBUTION DOMAINE DE CAYLUS,https://depuis1865.com/,National Pavilion,E2-C11-17,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,"Abundant stock, customization services. | Unique perfume bottle | 5 GENERATIONS SINCE 1865 | A time-honored tradition Company | Great price-quality ratio | Award-winning wine |","Wine in South of France: | VIN DE FRANCE, IGP OC, IGP OC SAUVIGNON, IGP OC VIOGNIER, AOP FAUGERES, AOP LANGUEDOC, AOP CABARDES, AOP CORIERES, AOP COTES DU RHONE, AOP GRIGNAN LES ADHEMAR, AOP MAURY, AOP VENTOUX",5,9081 | 9077 | 9082 | 9066 | 9083,"AOP COTES DU RHONE, AOP GRIGNAN LES ADHEMAR | DOMAINE GRANGE DE MADAME, AOP FAUGERES. LE PELERIN | IGP OC SAUVIGNON, IGP OC VIOGNIER | IGP OC, ATELIER A&J, RED WINE, WHITE WINE, ROSE WINE | VIN DE FRANCE",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1316.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1316,20250308002752
1317,POMONE,https://www.pomone-sas.fr,National Pavilion,E2-C11-18,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,Discover the history of Pomone and its expertise in apple field. | Food tasting available with wide range of samples.,"Frozen desserts, fruit tarts, chocolate fondants, cakes, apple desserts.",4,2315 | 2037 | 2077 | 2310,Baked brioche french toast | Chocolate fondant | Fruits and puff pastries | Tatin tarts,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1317.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1317,20250307181504
1320,SLAUR SARDET,https://slaur.com/,National Pavilion,E2-C11-21,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,"SLAUR SARDET was created in 1972 with the merger of century-old compagnies. It is now one of the foremost manufacturers of spirits in France. With its industrial investments, SLAUR SARDET also distinguishes itself in the production of still and sparkling beverages. | SLAUR SARDET bottles its own branded products and is also one of the principal partner of the retail industry’s own-brands. In addition, many national brands entrust SLAUR SARDET with the bottling of their products. | SLAUR SARDET is a world-renowned, exported-oriented company, conveniently located in Le Havre, only a few kilometres from the largest container port in France. SLAUR SARDET is recognised as an example of excellence due to their highly competitive product line, responsiveness, flexibility and capacity for innovation. |","Port,Brandy,Cognac,Calvados,Armagnac,Whisky,Rum,Gin,Vodka,Tequila,Liqueur,Sparkling Wines,Limoncello,Amaretto,Aperitivo,ready-to-drink cans,non alcoholic sparkling beverages",5,4988 | 4990 | 4987 | 4986 | 4989,Blackcurrant Demandis liqueur | Eperon cola whisky | Georges XV sparkling wine | Glen Scanlan blended scotch whisky | Paillotes sparkling wine,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1320.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1320,20250310164933
1321,LES VIGNOBLES FONCALIEU,,National Pavilion,E2-C11-23,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1321,20250308015504
1322,DOMAINE DE NERLEUX,,National Pavilion,E2-C11-23,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,,,5,10474 | 10205 | 10225 | 10200 | 10475,Ampelidae - Brochet Zero - Sauvignon blanc sans alcool | Domaine Cady - Tulipa | Domaine de Nerleux - Saumur Champigny Rose 2023 | Domaine de Nerleux - Saumur Champigny Rouge 2023 | Thierry Delaunay - Le Grand Ballon - Sauvignon Blanc,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1322,20250306212904
1323,ALLIANCE LOIRE,,National Pavilion,E2-C11-24,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1323,20250308030814
1324,VINE DIVISION,http://www.vinedivision.com,National Pavilion,E2-C11-24,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,"selection of Experience an exquisite selection of wines showcasing the craftsmanship of three iconic French wine regions: | 1. Bordeaux: Renowned for its prestigious red and white blends, discover elegant wines that reflect Bordeaux’s legacy and terroir. | 2. Côtes du Roussillon: Explore bold, sun-kissed reds and vibrant whites that capture the essence of the Mediterranean climate. | 3. Loire Valley: Savor refreshing Sauvignon Blancs, delicate Chenin Blancs, and vibrant reds, representing the diversity of this historic region. | | Join us for tastings, expert insights, and a journey through France’s finest wine traditions!","Bordeaux Right Bank Wines: A premium selection of Merlot-dominant blends showcasing elegance and richness. | • Côtes du Roussillon Wines: Robust reds and expressive whites reflecting the Mediterranean terroir. | • Loire Valley Wines: A diverse range, from crisp Sauvignon Blancs to vibrant reds and aromatic Chenin Blancs.",0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1324.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1324,20250309002646
1325,LA SABLESIENNE,https://www.sablesienne.com/en/,National Pavilion,E2-C11-25,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,"La Sablésienne, a French traditional and atisanal cookie manufactory, has been making the famous pure butter cookie called ""Sablé"" in its Sablé-sur-Sarthe workshop since 1962. La Sablésienne is committed to quality and selects its ingredients to offer you the most natural and tasty cookies. | Our cookies contain no artificial flavoring, preservatives or coloring. | The ""Sablé"" origin goes back to July 1670 when the Marquise de Sablé was invited at the Court of the Sun King. She offered small round cookies to the King's brother, himself a gourmet who found them “very to his taste and of honest lightness”. He ordered them to be served to him every day in honor of the Marquise de Sablé. The Sablé was born. | At La Sablésienne, cookies are still baked on metal plates and picked up by hand as they were over 50 years ago. La Sablésienne offers a wide range of delicacies, from fresh butter cookies (sweet and savoury) to fondants, soufflés, meringues and chocolates. |","Fresh butter cookie, cookie with caramel chips, cookie with chocolate chips, cookie with raspberry chips, cookie with lemon chips, all chocolate cookie, tonka bean cookie, almond and hazelnut ""soufflé"" cookies, caramel chips macaron, lemon chips macaron, raspberry meringue, hazelnut meringue, organic cookie with banana - tonka - caramel - chocolate - sesame seeds - lemon - chia seeds, savoury cookie, parmesan and pepper cookie, comté and sesame seeds cookie, oignon and paprika cookie, tomato and rosemarry cookie, cat' tongues biscuits, fondant biscuits. | All cookies are offered in well designed and beautiful French influenced metal tins, which are perfect for gifting. |",5,4910 | 4907 | 4908 | 4906 | 4909,"Caramel cookies ""Ange musicien"" dispencer 300g tin | Chocolate cookies Sky of Paris 150g tin | Fresh butter and caramel cookies Swallow 250g tin | Fresh butter cookies Blue Paris 35g mini tin | Fresh butter, chocolate and raspberry cookies ""In a garden"" 300g",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1325.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1325,20250308041144
1326,MONBANA,https://saveursetdelices.com/,National Pavilion,E2-C11-26,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,"Since 1934, MONBANA is a chocolate maker based in France. It has pursued a passion for quality & know-how, with a large range of tasty chocolates in all its forms – from chocolate powders to coffee accompaniment & snacks or even Hotel amenities, which are perfectly suited for a variety of occasions, and can be adapted to every moment and every taste. MONBANA has also an expertise in Customer branding/Private labeling. | | THE GREAT CHOCOLATE EXPERIENCE.","chocolate powders, chocolate snacks, vending, chocolate treats, latte, frappe drinks",4,4062 | 4060 | 4061 | 4022,"1934 stick, dark chocolate | LACTE 4*, Chocolate powder with milk | PETIT CROC', dark chocolate with 3 cereals, Snack bag | TRESOR Chocolate powder MONBANA",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1326.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1326,20250308090221
1327,BRIOCHE PASQUIER,https://www.pasquier.fr/,National Pavilion,E2-C11-27,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,"French family bakery since 1974. | | We remain faithful to our family traditions when baking delicious brioche (pain au lait, pain au chocolat, croissant, brioche tressée, filled brioche, pancakes, bretzel bread), patisserie (French macarons, tartlets, eclairs, tarts, sweet petits fours, creamy desserts, doughnuts) and biscotte enjoyed around the world.","French family bakery since 1974. | | We remain faithful to our family traditions when baking delicious brioche (pain au lait, pain au chocolat, croissant, brioche tressée, filled brioche, pancakes, bretzel bread), patisserie (French macarons, tartlets, eclairs, tarts, sweet petits fours, creamy desserts, doughnuts) and biscotte enjoyed around the world.",5,7352 | 7341 | 7355 | 7349 | 7391,"Eclairs Chocolate *4 | French Macarons *12 - classic flavors - Vanilla, Pistachio, Coffee, Raspberry, Lemon, Chocolate | Pains au lait ""Milk Rolls"" *8 | Raspberry Tartlets *2 | Wheat Mini biscotte 36 slices",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1327.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1327,20250306053034
1328,FRANCE MACARON,,National Pavilion,E2-C11-28,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,,,1,3469,Macarons,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1328,20250317193258
1329,LA PERRUCHE,,National Pavilion,E2-C11-29,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,"Welcome to the La Perouche booth, where you will feel as if you have wandered into a jungle! | | We are waiting for you with delicious coffee and cane sugar that goes well with coffee.","La Perouche is a cane sugar brand born in France. It began in 1828 when the Cossé family, who ran a candy shop in the beautiful old city of Nantes on the west coast of France, established a sugar factory. | | The product won a gold medal at the Paris Universal Exposition of 1889 and was immediately well received, with its amber colour and fine arome of vanilla spreading throughout the world. | | La Perouche cane sugar has a rich aroma. The secret lies in the sugarcane from La Reunion, a small, sun-drenched island in the Indian Ocean. The entire island is covered with fertile volcanic ash, which gives the sugarcane harvested here a special taste and aroma. | | Casonade is a moist, light sugar grain.The fine grains are useful for caramelising crème brûlée, for example, as they give an even and beautiful finish. | | The irregular cubes are an icon of La Perouche. The warm and unique shape and distinctive aroma reminiscent of caramel and Bourbon vanilla have been loved in France. | Gives confectionery and cocktails an extra touch. Coffee and tea time is a more fulfilling and relaxing experience with La Perruche cane sugars. La Perouche will continue to bring sweet pleasure to your daily life.",5,11128 | 11135 | 11129 | 11131 | 11138,"LA PERRUCHE BROWN IRREGULAR CUBES 750 G PACK | LA PERRUCHE CASSONADE 5 KG BAG | LA PERRUCHE CASSONADE 750 G DOYPACK | LA PERRUCHE MINI BROWN CUBES 500 G PACK | LA PERRUCHE WRAPPED WHITE CUBES 2,5 KG BOX",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173823290702.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1329,20250306112234
