no,name,has_detail,company_no,company,company_website,company_category,booth,attributes,categories,target_sector,specialities,certifications,exhibited_products,image_url,product_url
1520,kamikokoro junmaidaiginjo,no,910,"KAMIKOKORO SHUZO Co., Ltd.",http://www.kamikokoro.co.jp/,Local Specialities in Japan,S2-K18-12,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Okayama Prefectural Industrial Promotion Foundation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1520
1522,Fried broadbeans,no,445,MITSUYA,https://www.mitsuya-web.co.jp/,Exports from Japan,S1-J04,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1522
1526,Kamikokoro Kokagenosakana,no,910,"KAMIKOKORO SHUZO Co., Ltd.",http://www.kamikokoro.co.jp/,Local Specialities in Japan,S2-K18-12,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Okayama Prefectural Industrial Promotion Foundation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1526
1536,hacchomisopowder,no,1450,"ICHIBIKI CO.,LTD.",https://www.ichibiki.co.jp/global/,Exports from Japan,S1-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : JAPAN SOY SAUCE ASSOCIATION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1536
1542,gyoumuyo hacchomiso,no,1450,"ICHIBIKI CO.,LTD.",https://www.ichibiki.co.jp/global/,Exports from Japan,S1-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : JAPAN SOY SAUCE ASSOCIATION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1542
1547,Gluten free soy sauce made from whole soybeans,no,1450,"ICHIBIKI CO.,LTD.",https://www.ichibiki.co.jp/global/,Exports from Japan,S1-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : JAPAN SOY SAUCE ASSOCIATION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1547
1550,Super special sashimi tamari,no,1450,"ICHIBIKI CO.,LTD.",https://www.ichibiki.co.jp/global/,Exports from Japan,S1-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : JAPAN SOY SAUCE ASSOCIATION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1550
1559,Hot Pot Soup (miso flavor）,no,1450,"ICHIBIKI CO.,LTD.",https://www.ichibiki.co.jp/global/,Exports from Japan,S1-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : JAPAN SOY SAUCE ASSOCIATION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1559
1564,Aburi Master CB,no,209,Shinfuji Burner SOTO,https://soto.shinfuji.co.jp/category_products/torch/,Seafood,E7-L15,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1564
1566,MARUHON PURE SESAME OIL DARK TOASTED 5.5FLOZ(150g),no,308,ROYAL OF JAPAN,https://www.royalofjapan.co.jp/,Condiments / Seasoning,E1-C07,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1566
1567,MARUHON PURE SESAME OIL DARK TOASTED 11FLOZ(300g),no,308,ROYAL OF JAPAN,https://www.royalofjapan.co.jp/,Condiments / Seasoning,E1-C07,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1567
1568,MARUHON PURE SESAME OIL DARK TOASTED 56FLOZ(1.523g),no,308,ROYAL OF JAPAN,https://www.royalofjapan.co.jp/,Condiments / Seasoning,E1-C07,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1568
1588,"ARIAKE RAMEN SOUP BASE (TONKOTSU STYLE, MISO, TANTAN)",no,308,ROYAL OF JAPAN,https://www.royalofjapan.co.jp/,Condiments / Seasoning,E1-C07,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1588
1595,DAITOKU YUZU,no,308,ROYAL OF JAPAN,https://www.royalofjapan.co.jp/,Condiments / Seasoning,E1-C07,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1595
1605,Aburi Master Petit,no,209,Shinfuji Burner SOTO,https://soto.shinfuji.co.jp/category_products/torch/,Seafood,E7-L15,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1605
1608,"HATA RAMUNE (original, yuzu, lychee, strawberry, blueberry, watermelon)",no,308,ROYAL OF JAPAN,https://www.royalofjapan.co.jp/,Condiments / Seasoning,E1-C07,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1608
1611,MINATO SOYMILK DAIFUKU MATCHA,no,308,ROYAL OF JAPAN,https://www.royalofjapan.co.jp/,Condiments / Seasoning,E1-C07,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1611
1615,Coconut Cooking Oil,no,982,Fiji Coconut Millers Pte Limited,https://www.coconut.com.fj,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1615
1616,Scented Virgin Coconut oil,no,982,Fiji Coconut Millers Pte Limited,https://www.coconut.com.fj,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1616
1618,Yuzu Dashi Ponzu,no,1449,"SATO BREWERY CO.,LTD.",https://www.shippomiso.com/     https://www.shippomiso.co.jp/,Exports from Japan,S1-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : JAPAN SOY SAUCE ASSOCIATION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1618
1625,Japonaise Sauce,no,1449,"SATO BREWERY CO.,LTD.",https://www.shippomiso.com/     https://www.shippomiso.co.jp/,Exports from Japan,S1-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : JAPAN SOY SAUCE ASSOCIATION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1625
1635,Yakiniku Sauce (Japanese BBQ Sauce),no,1449,"SATO BREWERY CO.,LTD.",https://www.shippomiso.com/     https://www.shippomiso.co.jp/,Exports from Japan,S1-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : JAPAN SOY SAUCE ASSOCIATION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1635
1640,OH! Osacana (Small fish & Almonds),yes,288,Tamachanshop,https://tamachanshop.jp/online/,Organic,E5-C15,Japan exhibitors | Exportable,Rice Crackers & Healthy Snacks,Retail stores,"7th place in Rakuten Annual Ranking of 2022 in sweets and confectionery category (out of approx. 630,000 shops) | This is a delicious supplementation of calcium as an everyday snack. This healthy snack is very popular as it has sold more than 6 million bags for 6 years since its launch. | Osacana is a good source for growth of bones as it almost meets the recommended daily calcium intake with a single bag. | It is also rich in protein, vitamin D, dietary fiber, and other nutrients. | It is preservative-free so that everyone, from children to the elderly, can enjoy the taste of high-quality ingredients safely. | Currently, there are about 20 flavors available, and we will continue to develop new flavors in the future. | Please find your favorite Osacana. |",FSSC22000,Organic log-grown shiitake mushrooms | Mushroom chips (5 varieties) | Japanese 30-grain blend | Small fish and almond mix | Collagen,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_1640.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1640
1641,Shippo Gold Tokkyu Soy Sauce,no,1449,"SATO BREWERY CO.,LTD.",https://www.shippomiso.com/     https://www.shippomiso.co.jp/,Exports from Japan,S1-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : JAPAN SOY SAUCE ASSOCIATION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1641
1642,Shippo Tennenjozo Soybean Miso Kioke,no,1449,"SATO BREWERY CO.,LTD.",https://www.shippomiso.com/     https://www.shippomiso.co.jp/,Exports from Japan,S1-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : JAPAN SOY SAUCE ASSOCIATION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1642
1648,Healthy UMAMI Shiitake Mushroom Snack,yes,288,Tamachanshop,https://tamachanshop.jp/online/,Organic,E5-C15,Japan exhibitors | Exportable,Rice Crackers & Healthy Snacks,Retail stores etc.,"【Recommended for vegans】 | It is additive-free and pesticide-free, made from 100% plant-based ingredients. | These shiitake mushroom chips are made from only rare Japanese log cultivated shiitake mushrooms. | The vacuum-frying method allows you to enjoy the crispy texture without losing the aroma, flavor, and umami. | It is seasoned with Japanese soup stock for a gentle taste. They are rich in nutrients such as eritadenine, β-glucan, and dietary fiber, which are good for the body. | On October 15, Mushroom Day, it acquired 1st place in Sweets and Confectionery category and Real time Ranking of Rakuten Ichiba. | It is made from 5 kinds of unique mushrooms (shiitake, shimeji, maitake, oyster mushroom, and enoki,) using the vacuum-frying method. | The crispy and crunchy texture and flavorful taste are suitable for everyone from children to the elderly. | This healthy snack allows you to enjoy the nutrition and flavor of mushrooms. |",FSSC22000,Organic log-grown shiitake mushrooms | Mushroom chips (5 varieties) | Japanese 30-grain blend | Small fish and almond mix | Collagen,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173372849375.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1648
1655,Japanese Shiitake Mushrooms,no,288,Tamachanshop,https://tamachanshop.jp/online/,Organic,E5-C15,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1655
1662,Dried and shaved fish cake,yes,1034,"TANIMOTO KAMABOKOTEN Co.,Ltd",https://tanimotokamabokoten.com/,,S3-G17-016,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Ehime Prefecture Organizing Committee/Uwajima City/Yawatahama City/Seiyo City,Processed seafood products,Men and women of all ages,"This is shaved kamaboko, made by drying kamaboko and shaving it into flakes. It is a traditional food produced in Ehime Prefecture since the Meiji era. It can be stored at room temperature for up to one year. It features a hanging hole and a zipper closure for display. It is sold not only domestically but also overseas. It is used in department stores, mass retailers, souvenir shops, mail order, gifts, and restaurants.",,"Dried Fish Cake,Fish wrapped around bamboo、Seafood chinese dumpling、Fried Fish Cake,Fried Fish Cake with RiceBuger",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_1662.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1662
1672,With shell and liver 8 pieces per pack Large size 111–140g,yes,288,Tamachanshop,https://tamachanshop.jp/online/,Organic,E5-C15,Japan exhibitors | Exportable,Processed seafood products,"Food and beverage industry, hotels, izakayas (Japanese pubs), Japanese cuisine,wedding industry, barbecue","Cultivated in the nutrient-rich waters of Fujian Province, the high-quality and highly nutritious ""Fujian Ezo abalone"" is highly regarded not only in the Chinese domestic market but also internationally.",JAN Code 4580751604017,"Da Dong Peking Roast Duck, Blue Ribbon Braised Beef Brisket Rice, Cold Noodles with Shredded Chicken, Mapo Sauce, Yuxiang (Fish-Fragrant) Sauce, Kung Pao Sauce, Junyang Thin-Skin Chive Dumplings, Junyang Lava Brown Sugar Steamed Bun, Junyang Lava Brown Sugar Rice Cake, Junyang Thin-Skin Shumai with Salted Egg Yolk, Birch Sap (Birch Water), Caviar, Abalone.",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_176474054476.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1672
1676,Konayuki Plant-Based Collagen,no,288,Tamachanshop,https://tamachanshop.jp/online/,Organic,E5-C15,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1676
1680,Japanese 30-Grain Soup Stock,yes,288,Tamachanshop,https://tamachanshop.jp/online/,Organic,E5-C15,Japan exhibitors | Exportable,Miso | Liquid Seasoning | Soups,Retail stores,"This product is a soup stock made with 30 kinds of minor grains cultivated in Japan. Just by dissolving it in hot water, it will be ready to serve in 10 seconds. | You can easily take in the nutrients of 30 kinds of ingredients with a soup. | There are 8 flavors available such as Miso, Spicy miso, Yakuzen, Tomato, Chinese, Bouillabaisse, Detox, and Dashi. | Miso flavor won the Grand Prix in Japan Food Selection 2023 which is evaluated by 23,000 food analysts. | It can be used as a vegetable dip, a topping on rice balls, and as a spice for various dishes. | | Miso (traditional Japanese seasoning) | Chige (spicy, rich taste, and appetizing with sesame oil) | Yakuzen (made with herbal ingredients) | Tomato (with umami flavor and acidity of tomatoes) | Detoc (made with 7 kinds of black ingredients) | Chinese soup (rich flavor of scallops and chicken) | Bouillabaisse (filled with the flavor of seafood) | Dashi (packed with 3 types of Japanese umami ingredients) |",ISO22000,Organic log-grown shiitake mushrooms | Mushroom chips (5 varieties) | Japanese 30-grain blend | Small fish and almond mix | Collagen,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173373469283.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1680
1681,Instant 30-Grain Rice,no,288,Tamachanshop,https://tamachanshop.jp/online/,Organic,E5-C15,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1681
1684,Japanese 30-Grain Blend,no,288,Tamachanshop,https://tamachanshop.jp/online/,Organic,E5-C15,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1684
1686,"JAPAN No,1 WAGYU BEEF ""NAKAYAMA WAGYU """,yes,1118,"USHINO NAKAYAMA, Co., Ltd.",https://www.youtube.com/watch?v=5O0fi5ERu6Q,Exports from Japan,S1-C04-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Kagoshima Prefecture,Unprocessed Meat,"Wholesalers, meat distributors, importers, restaurants, hotels, retailers, trading companies, dining establishments, butcher shops, steakhouses, burger joints, fine dining restaurants, luxury hotels.","With advanced breeding techniques and exceptional quality standards focused on umami flavor, we were awarded the top honor at the 2022 Wagyu Olympics (National Competitive Exhibition of Wagyu), held once every five years. | | Continuing our pursuit of the ultimate umami, we create a stress-free environment for our cattle and employ AI-powered image recognition technology for 24-hour monitoring. Our unique feed blend incorporates koji mold, the same used in renowned premium shochu brands such as Maou, Moriizo, and Murao, resulting in rich, creamy, and flavorful Kuroge Wagyu. | | We deliver premium, high-quality Wagyu beef directly from our farm to you.",ISO9001 | ISO22000 | EU-HACCP | US-HACCP | Other HACCP,"JAPAN No,1 WAGYU BEEF ""NAKAYAMA WAGYU Beef""",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173373751996.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1686
1689,TIPCO 100% Sithong Orange Juice,no,663,"TIPCO F&B CO.,LTD",https://www.tipco.net/en/,Beverage,S1-A20,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1689
1690,TIPCO 100% Coconut Water,no,663,"TIPCO F&B CO.,LTD",https://www.tipco.net/en/,Beverage,S1-A20,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1690
1691,TIPCO 100% Apple Beetroot Carrot Juice,no,663,"TIPCO F&B CO.,LTD",https://www.tipco.net/en/,Beverage,S1-A20,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1691
1692,Whole Bone-in Iberico Ham – DOP Guijuelo Selection,yes,1249,IBÉRICOS CESAR NIETO,https://www.cesarnieto.com/,,S1-K06-005,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : JAMONES IBERICOS,Frozen Meat | Dried Meat,"Importers and distributors specialized in premium cured meats, gourmet and specialty food retailers, high-end supermarkets, luxury department stores, delicatessen shops, hotels and fine dining restaurants seeking authentic Spanish Iberian ham with certified origin. | | Targeted at professional buyers looking for a strong origin story, protected designation of origin and clear differentiation within the Iberian ham category. Especially suitable for partners supplying the premium retail, gift and horeca segments, where authenticity, tradition and certification are key purchasing criteria. | | Ideal for importers and distributors focused on European delicatessen products, Spanish gastronomy and premium food categories with strong added value and storytelling for the Japanese market.","Authentic Iberian ham produced in Guijuelo, one of the most prestigious curing regions in Spain, protected by the Denomination of Origin Guijuelo (DOP). This certification guarantees origin, traditional production methods and strict quality control throughout the entire process. | | Our range includes cebo, cebo de campo, bellota 75% DOP, bellota 100% and bellota 100% DOP, offering flexibility for different market segments while maintaining a clear premium positioning. | | Slow natural curing under the unique climate of Guijuelo provides balanced flavor, elegant aroma and excellent texture. A strong differentiation tool for the Japanese market, where certified origin, tradition and authenticity are key decision factors for premium cured meat buyers.","IFS, BRC, Animal Welfare...","Frozen Iberico pork meat, Whole bone-in Iberian ham DOP Guijuelo, Natural Iberico cured sausages (chorizo, salchichón, loin), Iberico mixed sliced selection, Iberico pork collar (cabecero without presa)",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_1692.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1692
1693,TIPCO 100% Homsuwan Pineapple Juice,no,663,"TIPCO F&B CO.,LTD",https://www.tipco.net/en/,Beverage,S1-A20,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1693
1694,Organic extra virgin olive oil,yes,1418,MIGASA,https://www.migasa.com ,National Pavilion,E2-A21-30,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,Organic Products | Vegetable & Animal Oils & Fats,,,,"Organic extra virgin olive oil, Extra virgin olive oil, Pure olive oil, Blend oil, olive-pomace oil, canola oil, high oleic sunflower oil, sunflower oil",,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=1694
